,Estimated Earnings,Actual Earnings,Evenly Weighted Avg,Transaction Costs,Strategy Portfolio Growth,Avg Mean Portfolio Growth,Percentage Growth Difference,Strategy Annual Return,Avg Mean Annual Return,Annual Return Diference
2018-06-20,0.009625358113855561,-0.019646611076805893,-6.96171931925933e-05,0.0008,0.47948760572042304,0.9988443447725449,-0.5199576308062183,0.058737294369018644,0.000210816840634739,0.058526477528383906
2018-06-21,0.009391472943171782,-0.019922857024159458,-4.2168263441581165e-05,0.0008,0.46993484270679853,0.9988022252410774,-0.5295016061929858,0.12252499893035781,0.0003322041040160026,0.12219279482634181
2018-06-22,0.008363814820713042,-0.012872950532291797,-1.476506916454034e-05,0.0008,0.4638853947232336,0.9987874778571401,-0.5355514511270387,0.1560062852557336,0.0004212523558178042,0.1555850328999158
2018-06-25,0.010601354862895545,-0.016050872001063254,-3.301697434061562e-05,0.0008,0.45643962962936824,0.9987545009166119,-0.5429911662871422,0.2202937031351265,0.0005536664599290328,0.21974003667519748
2018-06-26,0.009585396106175422,-0.021175030712345885,-4.602976199034193e-05,0.0008,0.4467745064536346,0.998708528484648,-0.5526477508592715,0.30463047021458844,0.0006842651255438614,0.3039462050890446
2018-06-27,0.01044708342666506,0.010601945514581776,-1.6194702327287688e-05,0.0008,0.4515111854283602,0.9986923546973174,-0.5478976250246717,0.32041105015050514,0.0007804412696585522,0.3196306088808466
2018-06-28,0.009393954973133842,-0.010365532982788311,6.264612458882561e-06,0.0008,0.4468310313437047,0.9986986111178852,-0.5525867099749463,0.35680314229540594,0.0008094711056303974,0.35599367118977554
2018-06-29,0.00965016097938627,0.019543562256267872,5.656569692352828e-06,0.0008,0.4555637014228028,0.9987042603261806,-0.5438452407582461,0.3039448736533668,0.0008176635915706781,0.3031272100617961
2018-07-02,0.009036801808651474,-0.004456951768895832,6.108522651457286e-05,0.0008,0.4535332759779017,0.9987652664021438,-0.5459060389518084,0.3061212968057939,0.0007596652341742488,0.30536163157161966
2018-07-03,0.010613994436979196,0.03947427157282367,5.69372312749508e-05,0.0008,0.47143617168116575,0.9988221333311063,-0.528007884538051,0.24794902674848407,0.0007375708355486576,0.24721145591293542
2018-07-04,0.009833958685062028,-1.8775337497934177e-05,5.361342859736572e-05,0.0008,0.4714273203079337,0.998875683610233,-0.528042049633188,0.26386890850909756,0.0007188089354208616,0.2631500995736767
2018-07-05,0.010263719642514019,0.05988774842721737,9.416898255477923e-05,0.0008,0.49966004106825246,0.9989697467170574,-0.49982465163704964,0.17486816541721478,0.0006329853848781452,0.17423518003233665
2018-07-06,0.009781251520676909,0.01599361293446992,8.525910300914422e-05,0.0008,0.5076514103639195,0.9990549179815957,-0.49186836356350205,0.14853358472542097,0.0005190810968056373,0.14801450362861535
2018-07-09,0.009397298107975688,0.03912566386573978,7.91882972428923e-05,0.0008,0.5275136088067869,0.9991340314394028,-0.4720291850665679,0.046259249790953076,0.00033626827135636335,0.045922981519596714
2018-07-10,0.009134530364131291,0.01656985333777345,7.42522958995317e-05,0.0008,0.536254431938395,0.9992082194351487,-0.46332063577145216,-0.003918855830829879,0.00018755168489412462,-0.004106407515724003
2018-07-11,0.009530242651696304,0.03866816332817676,9.933700343256669e-05,0.0008,0.5569904058980474,0.9993074777854726,-0.44262359856210354,-0.07182883529946588,6.746598566537808e-07,-0.07182950995932252
2018-07-12,0.009634644874839709,0.046473383136130045,8.449062743701791e-05,0.0008,0.582875634434496,0.9993919099012732,-0.41676970900026955,-0.14784333789596904,-0.00016929692398818424,-0.14767404097198086
2018-07-13,0.009586867689896035,0.02282600830376588,7.991412032771378e-05,0.0008,0.5961803585061606,0.9994717754266157,-0.40350455794343343,-0.1895206278534549,-0.0003381789059241797,-0.1891824489475307
2018-07-17,0.009364439490369214,0.016909964832346674,3.5271991735326106e-05,0.0008,0.6062617474022356,0.9995070287868183,-0.39343923560187066,-0.2114068844180995,-0.000447015508526473,-0.21095986890957302
2018-07-18,0.008475978606867053,-0.020175764612942817,1.3842475719570935e-05,0.0008,0.5940299530928167,0.9995208644385959,-0.4056852895947626,-0.22099126909647562,-0.0005231239689441207,-0.2204681451275315
2018-07-19,0.008949077231137012,-0.00279528417604938,3.1307135705721553e-06,0.0008,0.592369470564837,0.9995239936521303,-0.4073484235226848,-0.2213165156353835,-0.0005594855820938044,-0.22075703005328967
2018-07-20,0.009397186845936078,-0.006822024331270186,3.4858347216068984e-05,0.0008,0.588328311623542,0.9995588354065518,-0.41141202420140627,-0.24162412444347187,-0.0006489349051460831,-0.24097518953832578
2018-07-23,0.009399551852867097,0.012737821701516367,3.4864351352272075e-05,0.0008,0.5958223327589569,0.9995936843769867,-0.40393547691298887,-0.2551072201646273,-0.0007232448858182482,-0.254383975278809
2018-07-24,0.009049138647449528,-0.014748787505358562,8.39900232386381e-06,0.0008,0.587034675782148,0.9996020799666647,-0.4127316383718162,-0.2533931494877814,-0.0007414254431132136,-0.2526517240446682
2018-07-25,0.009219204059409339,-0.00677980673059402,-2.8582836157142005e-05,0.0008,0.5830546941361882,0.9995735085041907,-0.41669653189518907,-0.24506547483182164,-0.0006954383332719485,-0.2443700364985497
2018-07-26,0.00873215340969504,-0.05340614155866432,-0.00010354415188260256,0.0008,0.5519159926047071,0.9994700085130083,-0.4477913415072486,-0.18530928560860288,-0.0004971183638947526,-0.18481216724470811
2018-07-27,0.00852351219783382,-0.03218436267789861,-7.442533753976947e-05,0.0008,0.5341529281309848,0.9993956226202638,-0.46552404669282343,-0.14329678558991793,-0.00037091493657347174,-0.14292587065334444
2018-07-30,0.009324767214836374,-0.03214527798555921,-8.752353939887154e-05,0.0008,0.5169824337694139,0.9993081519781123,-0.4826596453295647,-0.10749401783791052,-0.00022232287161562096,-0.10727169496629489
2018-07-31,0.009059149004652278,-0.03922972500259123,-8.549520273092118e-05,0.0008,0.49670135506146945,0.9992227159250683,-0.5029122665594833,-0.0474152807166601,-9.164116064737947e-05,-0.04732363955601272
2018-08-01,0.008832938459482747,-0.027198380426448402,-8.900995598986981e-05,0.0008,0.4831918826481752,0.9991337751550998,-0.5163892016630433,-0.03189715343075151,1.9877856724413142e-05,-0.031917031287475923
2018-08-02,0.009306634144950223,-0.01055076169363355,-7.360526974385191e-05,0.0008,0.47809384024205615,0.9990602336440694,-0.5214564406209922,-0.00587810912900035,0.00010638620267782726,-0.005984495331678177
2018-08-03,0.009504887330066651,-0.03208432963029735,-6.230107557583309e-05,0.0008,0.46275451987751526,0.9989979911169483,-0.5367813309012525,0.012523136107557788,0.0001681138073667621,0.012355022300191025
2018-08-06,0.010462555475917684,-0.0032116304498942534,-3.325004506370714e-05,0.0008,0.46126832337065043,0.9989647743887251,-0.5382536649974425,0.02475444193617054,0.0001641654825215314,0.02459027645364901
2018-08-07,0.009661340690895725,-0.032723523735931445,-5.46441692593542e-05,0.0008,0.44617399844219763,0.9989101867885093,-0.5533392247438735,0.04038909607170759,0.0001916987100389238,0.04019739736166867
2018-08-08,0.010566103951121465,-0.005267551927247165,-3.949647542521564e-05,0.0008,0.4438237537368159,0.9988707333568648,-0.5556744842795873,0.06535472313776,0.00021157657650857454,0.06514314656125143
2018-08-09,0.009910631229202943,-0.012481628716361999,-9.794866292079107e-06,0.0008,0.43828411042717086,0.9988609495515886,-0.5612160925663111,0.04113650845215718,0.00016891888843512538,0.040967589563722054
2018-08-10,0.01072045892494425,0.004298600366263719,1.7437079578493886e-05,0.0008,0.44016811866478067,0.9988783667694537,-0.5593376197660974,0.08558546034370199,0.00011893617436729582,0.08546652416933469
2018-08-13,0.010597684130195259,0.021520676379561784,9.489328362094008e-05,0.0008,0.4496408342991659,0.9989731536176144,-0.5498969790420626,0.04709002459488014,4.367034034983239e-06,0.04708565756084516
2018-08-14,0.010071183084754578,0.017724582843167032,5.1831461622304075e-05,0.0008,0.45761053051637224,0.9990249318562878,-0.5419428325316303,0.08521221989316687,-1.3284661389087095e-05,0.08522550455455595
2018-08-15,0.01103907187969889,0.008302659231330764,6.111065089680891e-05,0.0008,0.4614099148119181,0.9990859829201356,-0.5381679628180691,0.10925514013452015,4.818011807787006e-06,0.10925032212271236
2018-08-16,0.01043410709694591,0.02544419981038305,4.5204393087361085e-05,0.0008,0.4731501208788844,0.9991311459956357,-0.5264384232488423,0.154937442915936,7.21545542475351e-05,0.15486528836168847
2018-08-17,0.01047393424423004,-0.011350908751868496,2.2509354838233236e-05,0.0008,0.4677794370308527,0.9991536357931309,-0.5318243158275373,0.2380165205571263,0.00020272116524722687,0.23781379939187908
2018-08-20,0.010061179644694366,0.016041995116307075,1.289498929957991e-05,0.0008,0.4752835524752105,0.9991665198685732,-0.5243199776772669,0.33824699144902975,0.00037546152443994525,0.3378715299245898
2018-08-21,0.010609337837138357,-0.014168162827878993,-5.838824408728351e-07,0.0008,0.46854965771432894,0.9991659364727867,-0.5310592158812149,0.47896828860795526,0.0005959138545620055,0.4783723747533933
2018-08-22,0.00969718328721792,0.008829598989307866,-3.7197574992705186e-05,0.0008,0.47268676329852394,0.9991287699229346,-0.5269010586743653,0.6295492523557458,0.0008410744253932953,0.6287081779303525
2018-08-23,0.010970594472855548,-0.017965809554906568,-2.711696528900654e-05,0.0008,0.46419456292997746,0.9991016765827614,-0.5353880652891432,0.84304667296468,0.0010957449126860201,0.841950928051994
2018-08-24,0.00992153633764642,0.0186024784516314,-1.9623203741671847e-05,0.0008,0.47282973228424685,0.9990820710070031,-0.526735844826373,1.0552518689947168,0.001329338240136824,1.0539225307545799
2018-08-27,0.010156875537249392,-0.03493042572482229,-5.244311316911419e-05,0.0008,0.45631358844020437,0.9990296760328881,-0.5432432094988313,1.3717144950372266,0.0016202519174563458,1.3700942431197702
2018-08-28,0.009977182783064613,0.04717484167566847,-3.253806429612935e-05,0.0008,0.47784010972932717,0.9989971695410556,-0.5216802166227864,1.454572085056965,0.0018397180846589855,1.452732366972306
2018-08-29,0.009347292196280934,-0.014702988177637181,-1.9673102465673085e-05,0.0008,0.47081443224517605,0.9989775161673763,-0.5287036748820159,1.6579413423364264,0.0020145448445747045,1.6559267974918517
2018-08-30,0.009520965208442684,0.0547776483826135,3.4178928374146286e-05,0.0008,0.4966045396681621,0.9990116601483489,-0.5029041607037714,1.645959813498973,0.0020628497419299847,1.643896963757043
2018-08-31,0.010199760656015746,0.0306416450726715,7.921467086551915e-05,0.0008,0.5118213197141512,0.9990907965281983,-0.4877129070824089,1.5672364941465387,0.0019929082571104382,1.5652435858894282
2018-09-03,0.009682153010786005,0.06767492809486386,0.00011254365499345412,0.0008,0.5464587907232248,0.9992032378581098,-0.45310546441521465,1.5230428992760825,0.0018878180805446615,1.5211550811955379
2018-09-04,0.010395837539357985,0.05976641029904251,0.0001530694843000576,0.0008,0.5791186710211076,0.9993561853824399,-0.4205082437154408,1.2841413074275625,0.0016272389627907634,1.2825140684647718
2018-09-05,0.009666661668280134,0.09830129127709468,0.00018560256449671114,0.0008,0.6360467841851575,0.9995416684532924,-0.3636615618342485,1.0512079837921031,0.0013225421536554797,1.0498854416384475
2018-09-06,0.010302933430158884,0.0894954626417481,0.00021978557870921272,0.0008,0.6929700853976043,0.9997613532973373,-0.3068645001008463,0.7528775081285917,0.0009377473518362148,0.7519397607767555
2018-09-07,0.009337312460938241,0.11154345326409372,0.0002078078743182767,0.0008,0.770266361731567,0.9999691115789915,-0.22970984522183346,0.5565604606696621,0.0006131501544878663,0.5559473105151743
2018-09-10,0.010301533153239036,0.11069662044327519,0.00022733260508688447,0.0008,0.8555322448163888,1.000196437162133,-0.14463578050347925,0.31827371118667563,0.0002699308060414228,0.3180037803806342
2018-09-11,0.009362759333401395,0.13588260042966668,0.00021370986633517154,0.0008,0.9717841909934699,1.0004101890090278,-0.028614260760292547,0.10645871947098261,-7.80790908019525e-05,0.10653679856178457
2018-09-12,0.010442424223122764,0.11366861286319929,0.00023806911871239163,0.0008,1.082245551986084,1.0006483557810761,0.08154432646952746,-0.08231641388555036,-0.000477803694645253,-0.0818386101909051
2018-09-13,0.009079520348322887,0.08375866485173135,0.0001865659581895665,0.0008,1.1728929944621636,1.0008350427003834,0.17191439590039273,-0.1636531552440288,-0.0007996059182058667,-0.16285354932582294
2018-09-14,0.009242585915871985,0.06693206451193853,0.0001548291830548609,0.0008,1.2513971440331058,1.0009900011724173,0.2501594846775663,-0.2794032261935468,-0.0011529544664360236,-0.27825027172711075
2018-09-18,0.007742870747991397,0.050022897549742,8.23883566838208e-05,0.0008,1.3139956551631136,1.001072471093671,0.3125879425368418,-0.3338233413083963,-0.0014197305386995922,-0.3324036107696967
2018-09-19,0.008959484974042595,-2.2286763724154606e-05,9.411638820860443e-06,0.0008,1.3139663704524123,1.0010818928262024,0.3125463359874492,-0.37513113413840693,-0.0016536901663605033,-0.3734774439720464
2018-09-20,0.008179289055166508,0.04929547870126455,7.650693244411611e-06,0.0008,1.378738971681227,1.0010895517966771,0.37723839910902507,-0.45198675966337215,-0.0018983959511460406,-0.4500883637122261
2018-09-21,0.008908487079110029,-0.04058062798583014,-0.00010705844595498196,0.0008,1.322788878381865,1.0009823767050001,0.32149067672517545,-0.4557405213044826,-0.0019477525219907914,-0.4537927687824918
2018-09-25,0.007669061443663994,-0.013701836243247343,-0.00011865569625115637,0.0008,1.3046642417858878,1.000863604444157,0.30353850014403366,-0.46849945071123017,-0.00196516375317216,-0.466534286958058
2018-09-26,0.007475736431212597,-0.06896223748979204,-0.00016458544857226323,0.0008,1.21469167649941,1.00069887685886,0.21384334947218273,-0.42993156609359084,-0.0018702830661992268,-0.4280612830273916
2018-09-27,0.0072394601646091575,-0.012946094839059412,-0.00011655260869981563,0.0008,1.1989661628552326,1.0005822427942392,0.19826847966738226,-0.4351907357438654,-0.0018604282494584766,-0.43333030749440693
2018-09-28,0.00772502934838001,-0.05933486502392151,-0.0001157544044553517,0.0008,1.1278256674139684,1.000466420992616,0.12729987108911917,-0.4065547381130968,-0.0018359336901629044,-0.4047188044229339
2018-10-01,0.007256642664211615,-0.0466265109622541,-0.00013428047034484597,0.0008,1.0752390915687795,1.000332077891041,0.07488214697229538,-0.4137219686922344,-0.0018007591504330463,-0.41192120954180134
2018-10-02,0.008203287830197803,-0.07633661481375505,-0.000161781867216342,0.0008,0.9931589792030017,1.0001702422996432,-0.0070100696862575255,-0.36333644767072953,-0.0016916279597724846,-0.3616448197109571
2018-10-03,0.00805035424380774,-0.012297753233817363,-0.0001354501632036799,0.0008,0.9809453551548133,1.0000347690770923,-0.019088750224050894,-0.40901360332962605,-0.0016307549127620845,-0.40738284841686395
2018-10-04,0.008074044989316338,-0.08073090921710886,-0.00019885688331420162,0.0008,0.9017527447408654,0.9998359052797078,-0.09809925810916266,-0.33862674375794133,-0.0013997377984764111,-0.3372270059594649
2018-10-05,0.007608641246597969,-0.029275774099921454,-0.0001847176558920883,0.0008,0.8753532350918477,0.9996512179350078,-0.12434135087628262,-0.32278847535610944,-0.0011877177632565075,-0.32160075759285295
2018-10-09,0.009663866165841528,-0.06202817014925156,-0.00022488282578988253,0.0008,0.8210566756848727,0.9994264135443142,-0.17847210704275887,-0.24174074116155955,-0.0008569999630979127,-0.24088374119846165
2018-10-10,0.008189915937817939,-0.0797624161338512,-0.00023746230466414474,0.0008,0.7555672114494194,0.9991890874448117,-0.24381959236404122,-0.20122914968678587,-0.0005629744455280932,-0.2006661752412578
2018-10-11,0.010407454606552898,-0.047152424744231224,-0.00015650359924065374,0.0008,0.7199403853723421,0.9990327107563046,-0.2793625497734497,-0.1243349523663499,-0.00034557074300012915,-0.12398938162334977
2018-10-12,0.009024902537867894,-0.03682336032866861,-0.00013609883641111362,0.0008,0.6934297611466158,0.9988967435668341,-0.3058043630510446,-0.13844727212889643,-0.00017776883077564058,-0.1382695032981208
2018-10-15,0.010312657029316606,-0.0014022753275525221,-6.953358510289472e-05,0.0008,0.6924573817011692,0.9988272866951063,-0.30672961088963224,-0.1484359591355282,-0.0001281509001162101,-0.148307808235412
2018-10-16,0.008693675171263807,-0.02205216637793634,-0.00010668047688269157,0.0008,0.6771871963102648,0.9987207313238383,-0.3219453896660079,-0.1452013478389942,-2.4040356540488407e-05,-0.1451773074824537
2018-10-17,0.010104314711124994,-0.011642862995594267,-9.121703048919916e-05,0.0008,0.6693027985612539,0.9986296309844389,-0.3297787510055535,-0.16329158644949515,1.2426803301176635e-05,-0.16330401325279634
2018-10-18,0.008991021908451849,-0.05814071128166388,-9.904596565435057e-05,0.0008,0.6303890577900944,0.998530720748307,-0.3686833617721088,-0.1379684948381246,6.022480900343476e-05,-0.13802871964712804
2018-10-19,0.010153006054736824,0.0030442564211508156,-5.2471490342289524e-05,0.0008,0.6323081237270951,0.9984783263532367,-0.36672824332953996,-0.15864347622577724,4.480606881639721e-05,-0.15868828229459364
2018-10-22,0.009000058725428719,-0.08316003065667785,-7.448222639083466e-05,0.0008,0.5797253607734834,0.998403957464487,-0.41934789376663295,-0.1072371084920825,8.268755843410335e-05,-0.1073197960505166
2018-10-23,0.010553058352835881,0.028754630155830165,3.249156424548685e-05,0.0008,0.5963951491144801,0.9984363971708139,-0.4026708653606425,-0.1444967666584224,-6.84953189963887e-06,-0.14448991712652276
2018-10-24,0.009180617298633252,-0.006029308221750443,2.7560349031254962e-05,0.0008,0.5927992989385121,0.9984639144264054,-0.40628870971359865,-0.1702008573396994,-7.137600978326316e-05,-0.17012948132991612
2018-10-25,0.011211352376636822,0.050226995011580775,0.00010615377967182967,0.0008,0.6225738263691654,0.9985699051447876,-0.37653455891113075,-0.22380790275807122,-0.00020092440182481434,-0.2236069783562464
2018-10-26,0.010613698436762737,-0.030596792868759826,5.6745529031334026e-05,0.0008,0.6035250639582368,0.9986265695223298,-0.3956448963230377,-0.18685157724121912,-0.00021926173373101236,-0.1866323155074881
2018-10-29,0.01063941475695525,0.0445740690797309,6.0988521331380754e-05,0.0008,0.6304266318504603,0.9986874742801671,-0.3687448295024842,-0.2040453631974099,-0.00021675662329249604,-0.20382860657411742
2018-10-30,0.010181691618711061,-0.05234602708759541,3.173823775086955e-05,0.0008,0.5974263023028746,0.9987191708606646,-0.40180751533183096,-0.1781312441771375,-0.00024332370426238605,-0.1778879204728751
2018-10-31,0.009178270771007689,-0.012979837320693998,-1.991028307964836e-05,0.0008,0.5896718060878796,0.9986992860792557,-0.40956020064573884,-0.15932983007312534,-0.00022168526068066838,-0.15910814481244467
2018-11-01,0.008588139338757394,-0.018337494364726883,-2.56769772305466e-06,0.0008,0.5788587026667048,0.9986967217213729,-0.42038589886530037,-0.1769572511316611,-0.0002622085442843247,-0.17669504258737678
2018-11-02,0.009957585885446383,-0.03255962087255157,-5.475232044891781e-05,0.0008,0.5600112827690998,0.9986420407584339,-0.4392272106391688,-0.13997962107486014,-0.00023481933862010796,-0.13974480173624004
2018-11-05,0.00954475133015772,-0.02963521442401205,-5.12532880619773e-05,0.0008,0.5434152283243715,0.9985908570702481,-0.4558179413752195,-0.13881305064373325,-0.00023868340116229948,-0.13857436724257097
2018-11-06,0.009296602368210812,-0.021012777699202994,-6.78884929989904e-05,0.0008,0.5319965649332299,0.998523064241839,-0.4672165481353548,-0.1503010487226122,-0.0002652425615583125,-0.15003580616105391
2018-11-07,0.009839113180277272,-0.02714167068059263,-3.660525538890061e-05,0.0008,0.5175572893646057,0.9984865130500606,-0.4816582070962263,-0.16152528232262497,-0.0002913357033253741,-0.1612339466192996
2018-11-08,0.0085873871337819,-0.014180673519149747,-5.704103205649696e-05,0.0008,0.51021797841667,0.9984295583488617,-0.4889794936956438,-0.16455385988711818,-0.00029102449894453074,-0.16426283538817366
2018-11-09,0.008188223324590698,-0.03589373397757763,-3.696834921608213e-05,0.0008,0.4919043500288046,0.998392648056281,-0.5073037136376477,-0.16974731755705094,-0.0003667547903567471,-0.1693805627666942
2018-11-12,0.009630503796104087,-0.017620226474683993,-2.341761271021413e-05,0.0008,0.4832368839774149,0.9983692680839161,-0.5159737990484726,-0.18093027957643049,-0.0004593521411176237,-0.18047092743531287
2018-11-13,0.010278697088958035,0.015558766569584047,3.840347119641278e-05,0.0008,0.4907554538530326,0.9984076089293464,-0.5084618251464452,-0.2537962212304582,-0.0006550142313484467,-0.25314120699910975
2018-11-14,0.009871234799510291,0.022486855409426715,6.349433398160951e-05,0.0008,0.5017910007852133,0.9984710021555177,-0.49744058695551735,-0.32717863726527047,-0.0009165885694643561,-0.3262620486958061
2018-11-15,0.010404698865281238,-0.021492990107076112,5.1645535665169815e-06,0.0008,0.4910060117695169,0.998476158812493,-0.5082446311452445,-0.3815474933388267,-0.0011297861987148669,-0.38041770714011186
2018-11-16,0.00986309215193871,0.009599649581644018,1.73299599738324e-06,0.0008,0.49571949742498483,0.9984778891676797,-0.5035248123138598,-0.44405809922706174,-0.00136715513341815,-0.44269094409364357
2018-11-19,0.009037376067335361,-0.0389212844684192,-4.309986265858892e-05,0.0008,0.4764254578491652,0.9984348549077888,-0.5228276982646347,-0.4994373654906385,-0.0016266340559392969,-0.49781073143469917
2018-11-20,0.013955665762832376,0.010905499852433513,-2.7357431233281515e-05,0.0008,0.4816211156094349,0.9984075402949047,-0.5176106988663407,-0.5657363597366009,-0.00187796592905696,-0.5638583938075439
2018-11-21,0.010236899495437818,-0.028318967862884518,-5.51180600814793e-05,0.0008,0.46798210271440466,0.998352510008113,-0.5312456291509683,-0.5874014746176723,-0.001966237798937309,-0.585435236818735
2018-11-22,0.009008007647700355,-0.034072199160995104,-9.445219064734545e-05,0.0008,0.4520369233069382,0.9982582134265044,-0.5471743510575995,-0.6007664998845841,-0.001990373629529405,-0.5987761262550547
2018-11-26,0.009894678916407633,-0.03999279769632371,-6.27043646045162e-05,0.0008,0.4339587020818552,0.9981956182795203,-0.565256855334807,-0.6208588996743356,-0.002124478922046171,-0.6187344207522895
2018-11-27,0.008667933457596609,-0.017741461020404536,-5.6729754740918734e-05,0.0008,0.42625964068440464,0.9981389908869118,-0.572945607198808,-0.6424567563522682,-0.002222507985893217,-0.640234248366375
2018-11-28,0.009244292747528384,-0.04188699295801641,-0.00011271788597545074,0.0008,0.4084049061167704,0.9980264827699494,-0.5907875059755203,-0.6448871749644912,-0.002204133122618837,-0.6426830418418724
2018-11-29,0.00813254754537763,-0.030852241171240066,-0.00011604676724824704,0.0008,0.3958046994577381,0.9979106650229957,-0.6033666005076544,-0.6467850390016249,-0.0021614024573812585,-0.6446236365442436
2018-11-30,0.009493230593786943,-0.07478720030711589,-0.00015735605569568338,0.0008,0.3662035741168944,0.9977536377368111,-0.6329719479173754,-0.6233289734455796,-0.002055633659494573,-0.621273339786085
2018-12-03,0.008760611418350888,-0.07806551104670002,-0.00019826807072285946,0.0008,0.337615704956331,0.9975558150480003,-0.661557077946475,-0.5952513434582986,-0.001880503795305901,-0.5933708396629926
2018-12-04,0.010124584350684276,-0.1005634681483766,-0.00020822977155366348,0.0008,0.3036638987645633,0.9973480942285208,-0.6955286719633663,-0.5284500594923579,-0.001595147989868399,-0.5268549115024895
2018-12-05,0.009096367388352318,-0.0924464818838307,-0.0002359048300014557,0.0008,0.27559123964865173,0.9971128149958995,-0.7236107735213643,-0.4425416860191941,-0.0012512167879227018,-0.44129046923127135
2018-12-06,0.00962852384409423,-0.134657608738422,-0.00030292281996365655,0.0008,0.23848078232830688,0.996810766770159,-0.7607562134375552,-0.30224419589573653,-0.0007096637354507924,-0.30153453216028575
2018-12-07,0.010022422256481246,-0.12298786992260258,-0.00027909190843018587,0.0008,0.20915053889227259,0.9965325649509174,-0.7901217218098899,-0.12118867666860836,-0.00018867411364984995,-0.1210000025549585
2018-12-10,0.010302599982619535,-0.07679546747551624,-0.00014355113889667187,0.0008,0.19308872548528438,0.9963895115662711,-0.8062116037514694,0.031826957940226296,0.00010879817555477014,0.03171815976467152
2018-12-11,0.010365616826588318,-0.06536084579942739,-0.00011863328734374433,0.0008,0.18046828307323276,0.9962713066030392,-0.8188562875622998,0.19625135158768992,0.0003663362050824668,0.19588501538260744
2018-12-12,0.010146707610813299,-0.0883075020088378,-0.00019706868333093313,0.0008,0.16453157980321176,0.9960749727284066,-0.8348200845238247,0.4177601352323821,0.0007320858513451584,0.41702804938103694
2018-12-13,0.00935746977471416,-0.07369603605153242,-0.00015496194965081958,0.0008,0.15240625456641868,0.9959206190086343,-0.8469694756213323,0.637289975607603,0.0009912425146588637,0.6362987330929442
2018-12-14,0.009753373623035064,-0.04839981546633934,-9.430416924432282e-05,0.0008,0.14502981996948808,0.9958266995420254,-0.854362390528205,0.7826156090276046,0.0011949574485058407,0.7814206515790988
2018-12-17,0.010107163586464548,-0.03603175187453845,-7.322667959286925e-05,0.0008,0.1398041414819385,0.9957537784593681,-0.8595996876876092,0.9017967053353516,0.0013312833129320353,0.9004654220224195
2018-12-18,0.010346602517270865,-0.013346280529687685,-5.137483309479501e-05,0.0008,0.1379382761905084,0.9957026217751962,-0.8614663925012228,1.0168375159772147,0.00146026583140725,1.0153772501458074
2018-12-19,0.010386495138406648,-0.009343115034104578,-2.281225631677266e-05,0.0008,0.1366495030084544,0.995679907551773,-0.8627575971233014,1.0832147075946428,0.0015299749685182744,1.0816847326261245
2018-12-20,0.010803941737618788,0.047883016361129724,7.760412603886652e-05,0.0008,0.14319269339674848,0.9957571764208131,-0.8561971765933482,1.047418286378702,0.0014936086086120058,1.0459246777700901
2018-12-21,0.01129988093201162,0.07289432273439006,0.00010849460497892025,0.0008,0.15363062780241762,0.9958652107023238,-0.84573150447331,0.8911877818120593,0.0014238614214797357,0.8897639203905795
2018-12-25,0.011805199615563198,0.08312614754727299,0.00023914442737046633,0.0008,0.1664013500369016,0.9961033663178753,-0.8329477083768837,0.8174364392887042,0.0012408483847207146,0.8161955909039835
2018-12-26,0.012214829437234223,0.10458155428805674,0.00024212219613137717,0.0008,0.18380386185939177,0.996344545052502,-0.8155217863417857,0.6586144881093181,0.001029133976871733,0.6575853541324463
2018-12-27,0.010340431802141073,0.08394976152595034,0.00015393457567567306,0.0008,0.19923415223003643,0.9964979169272714,-0.8000656611060659,0.568579311316656,0.0008926749347108641,0.567686636381945
2018-12-28,0.010796752410547823,0.08357641061359039,0.00013884617630501977,0.0008,0.2158854275450645,0.9966362768527327,-0.7833859427364948,0.45377462077177344,0.0007547446616098308,0.4530198761101636
2019-01-04,0.010499300853211055,0.08050977541365706,0.00016847497325471556,0.0008,0.23326631483179897,0.9968041851228201,-0.7659858191676259,0.3382135771519446,0.0005335426204256806,0.33768003453151896
2019-01-07,0.01018560112956325,0.06973539236228084,0.00010396499748657347,0.0008,0.24953323282149778,0.996907817867421,-0.7496927716393099,0.23683670658248585,0.0004232909002329878,0.23641341568225285
2019-01-08,0.009717151512713377,0.036064086249435835,0.00010918984152030254,0.0008,0.25853242085207284,0.9970166700740641,-0.7406939837496723,0.21005809592190308,0.0003082633159666069,0.20974983260593646
2019-01-09,0.010583440028438602,0.028416686720768275,6.292650488114475e-05,0.0008,0.265879055662588,0.9970794088484201,-0.7333421457678422,0.16360468511760384,0.00025780327898587745,0.16334688183861795
2019-01-10,0.009743280175367406,0.04633698813527677,7.742958375430318e-05,0.0008,0.278199090310244,0.9971566122920171,-0.7210076262034821,0.13063851474609206,0.00017117411641461193,0.13046734062967744
2019-01-11,0.00965333903425365,0.02326091050567454,4.6793647448623845e-05,0.0008,0.2846702544527106,0.9972032728869838,-0.7145313676833739,0.12265576490946481,0.00017467297883137325,0.12248109193063343
2019-01-15,0.00917135426106894,0.029876969407858955,4.1290502887505394e-05,0.0008,0.29317533893632164,0.9972444479116024,-0.7060145688950387,0.13963717680305993,0.0001673162382955911,0.13946986056476435
2019-01-16,0.00833432627045144,-0.00897405877936011,3.884388157333601e-05,0.0008,0.29054436621204827,0.9972831847568366,-0.7086641280501581,0.165321496199008,0.00019285796178744073,0.16512863823722054
